selection_index,timestamp,axis,axis_bus,signed_direction,status,transition_scale_kw,coarse_delta_kw,coarse_extent_kw,no_reentry_statement,official_boundary_p_pcc_kw,binding_mechanism,binding_bus,safe_coordinate,safe_p13_abs_kw,safe_p30_abs_kw,safe_vmin_pu,safe_vmin_bus,safe_vmax_pu,safe_vmax_bus,safe_solver_status,violating_coordinate,violating_p13_abs_kw,violating_p30_abs_kw,violating_vmin_pu,violating_vmin_bus,violating_vmax_pu,violating_vmax_bus,violating_solver_status,doubling_point_count,sweep_point_count,refinement_steps,unresolved_point_count,bracket_width_kw
15,2011-05-11 17:30:00,P30_NEGATIVE,30,NEGATIVE,AXIS_CERTIFIED_BOUNDARY,1600,80,3200,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,-1429.0625,BINDING_VMIN,33,1429.0625,0,-1429.0625,0.900004643479,33,1,1,CONVERGED_FEASIBLE,1429.375,0,-1429.375,0.89999241907,33,1,1,CONVERGED_INFEASIBLE,5,41,8,0,0.3125
16,2011-03-04 18:00:00,P13_POSITIVE,13,POSITIVE,AXIS_CERTIFIED_BOUNDARY,3200,160,6400,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1729.375,BINDING_VMAX,13,1729.375,1729.375,0,0.996792701144,25,1.04999720531,13,CONVERGED_FEASIBLE,1729.6875,1729.6875,0,0.996793685887,25,1.05000935895,13,CONVERGED_INFEASIBLE,6,41,9,0,0.3125
16,2011-03-04 18:00:00,P13_NEGATIVE,13,NEGATIVE,AXIS_CERTIFIED_BOUNDARY,1600,80,3200,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,-1447.96875,BINDING_VMIN,18,1447.96875,-1447.96875,0,0.900002667716,18,1,1,CONVERGED_FEASIBLE,1448.125,-1448.125,0,0.899993730702,18,1,1,CONVERGED_INFEASIBLE,5,41,9,0,0.15625
16,2011-03-04 18:00:00,P30_POSITIVE,30,POSITIVE,AXIS_CERTIFIED_BOUNDARY,3200,160,6400,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,2461.5625,BINDING_VMAX,30,2461.5625,0,2461.5625,0.998766570484,22,1.04999510729,30,CONVERGED_FEASIBLE,2461.875,0,2461.875,0.998766724403,22,1.05000361017,30,CONVERGED_INFEASIBLE,6,41,9,0,0.3125
16,2011-03-04 18:00:00,P30_NEGATIVE,30,NEGATIVE,AXIS_CERTIFIED_BOUNDARY,3200,160,6400,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,-2099.375,BINDING_VMIN,33,2099.375,0,-2099.375,0.900007092805,33,1,1,CONVERGED_FEASIBLE,2099.6875,0,-2099.6875,0.899994578779,33,1,1,CONVERGED_INFEASIBLE,6,41,9,0,0.3125
17,2011-05-11 18:00:00,P13_POSITIVE,13,POSITIVE,AXIS_CERTIFIED_BOUNDARY,3200,160,6400,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,2248.4375,BINDING_VMAX,13,2248.4375,2248.4375,0,0.980878699558,33,1.04999176932,13,CONVERGED_FEASIBLE,2248.75,2248.75,0,0.980882293777,33,1.05000370728,13,CONVERGED_INFEASIBLE,6,41,9,0,0.3125
17,2011-05-11 18:00:00,P13_NEGATIVE,13,NEGATIVE,AXIS_CERTIFIED_BOUNDARY,1600,80,3200,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,-949.53125,BINDING_VMIN,18,949.53125,-949.53125,0,0.900002755762,18,1,1,CONVERGED_FEASIBLE,949.6875,-949.6875,0,0.899994043438,18,1,1,CONVERGED_INFEASIBLE,5,41,9,0,0.15625
17,2011-05-11 18:00:00,P30_POSITIVE,30,POSITIVE,AXIS_CERTIFIED_BOUNDARY,3200,160,6400,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,3193.4375,BINDING_VMAX,30,3193.4375,0,3193.4375,0.991028261729,18,1.04999621517,30,CONVERGED_FEASIBLE,3193.75,0,3193.75,0.991031854048,18,1.05000456946,30,CONVERGED_INFEASIBLE,6,41,9,0,0.3125
17,2011-05-11 18:00:00,P30_NEGATIVE,30,NEGATIVE,AXIS_CERTIFIED_BOUNDARY,1600,80,3200,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,-1413.90625,BINDING_VMIN,33,1413.90625,0,-1413.90625,0.900005516851,33,1,1,CONVERGED_FEASIBLE,1414.0625,0,-1414.0625,0.899999407902,33,1,1,CONVERGED_INFEASIBLE,5,41,9,0,0.15625
18,2012-08-04 03:30:00,P13_POSITIVE,13,POSITIVE,AXIS_CERTIFIED_BOUNDARY,1600,80,3200,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1450,BINDING_VMAX,13,1450,1450,0,0.999542396195,22,1.04999887297,13,CONVERGED_FEASIBLE,1450.15625,1450.15625,0,0.999542474159,22,1.05000500867,13,CONVERGED_INFEASIBLE,5,41,9,0,0.15625
18,2012-08-04 03:30:00,P13_NEGATIVE,13,NEGATIVE,AXIS_CERTIFIED_BOUNDARY,3200,160,6400,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,-1716.09375,BINDING_VMIN,18,1716.09375,-1716.09375,0,0.900003882035,18,1,1,CONVERGED_FEASIBLE,1716.25,-1716.25,0,0.899994819348,18,1,1,CONVERGED_INFEASIBLE,6,41,10,10,0.15625
18,2012-08-04 03:30:00,P30_POSITIVE,30,POSITIVE,AXIS_CERTIFIED_BOUNDARY,3200,160,6400,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,2067.8125,BINDING_VMAX,30,2067.8125,0,2067.8125,0.999874336852,22,1.04999734589,30,CONVERGED_FEASIBLE,2068.125,0,2068.125,0.999874492525,22,1.05000593009,30,CONVERGED_INFEASIBLE,6,41,9,0,0.3125
18,2012-08-04 03:30:00,P30_NEGATIVE,30,NEGATIVE,AXIS_CERTIFIED_BOUNDARY,3200,160,6400,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,-2468.125,BINDING_VMIN,33,2468.125,0,-2468.125,0.900006838928,33,1,1,CONVERGED_FEASIBLE,2468.4375,0,-2468.4375,0.899994159053,33,1,1,CONVERGED_INFEASIBLE,6,41,9,0,0.3125
19,2010-07-03 00:00:00,P13_POSITIVE,13,POSITIVE,AXIS_CERTIFIED_BOUNDARY,3200,160,6400,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1646.5625,BINDING_VMAX,13,1646.5625,1646.5625,0,0.997902209941,25,1.0499902277,13,CONVERGED_FEASIBLE,1646.875,1646.875,0,0.997903196946,25,1.05000241624,13,CONVERGED_INFEASIBLE,6,41,9,0,0.3125
19,2010-07-03 00:00:00,P13_NEGATIVE,13,NEGATIVE,AXIS_CERTIFIED_BOUNDARY,1600,80,3200,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,-1527.1875,BINDING_VMIN,18,1527.1875,-1527.1875,0,0.90000782503,18,1,1,CONVERGED_FEASIBLE,1527.34375,-1527.34375,0,0.899998851338,18,1,1,CONVERGED_INFEASIBLE,5,41,9,0,0.15625
19,2010-07-03 00:00:00,P30_POSITIVE,30,POSITIVE,AXIS_CERTIFIED_BOUNDARY,3200,160,6400,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,2345,BINDING_VMAX,30,2345,0,2345,0.999093121927,22,1.0499926858,30,CONVERGED_FEASIBLE,2345.625,0,2345.625,0.9990934308,22,1.05000973939,30,CONVERGED_INFEASIBLE,6,41,8,0,0.625
19,2010-07-03 00:00:00,P30_NEGATIVE,30,NEGATIVE,AXIS_CERTIFIED_BOUNDARY,3200,160,6400,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,-2208.4375,BINDING_VMIN,33,2208.4375,0,-2208.4375,0.900007287716,33,1,1,CONVERGED_FEASIBLE,2208.75,0,-2208.75,0.899994725142,33,1,1,CONVERGED_INFEASIBLE,6,41,9,0,0.3125
20,2012-08-31 11:30:00,P13_POSITIVE,13,POSITIVE,AXIS_CERTIFIED_BOUNDARY,1600,80,3200,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1492.5,BINDING_VMAX,13,1492.5,1492.5,0,0.999363701757,22,1.04999639898,13,CONVERGED_FEASIBLE,1492.8125,1492.8125,0,0.999363857463,22,1.05000865235,13,CONVERGED_INFEASIBLE,5,41,8,0,0.3125
20,2012-08-31 11:30:00,P13_NEGATIVE,13,NEGATIVE,AXIS_CERTIFIED_BOUNDARY,3200,160,6400,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,-1675.3125,BINDING_VMIN,18,1675.3125,-1675.3125,0,0.900000440443,18,1,1,CONVERGED_FEASIBLE,1675.46875,-1675.46875,0,0.899991397037,18,1,1,CONVERGED_INFEASIBLE,6,41,10,10,0.15625
20,2012-08-31 11:30:00,P30_POSITIVE,30,POSITIVE,AXIS_CERTIFIED_BOUNDARY,3200,160,6400,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,2127.8125,BINDING_VMAX,30,2127.8125,0,2127.8125,0.999704988664,22,1.04999765453,30,CONVERGED_FEASIBLE,2128.125,0,2128.125,0.999705144069,22,1.05000622626,30,CONVERGED_INFEASIBLE,6,41,9,0,0.3125
20,2012-08-31 11:30:00,P30_NEGATIVE,30,NEGATIVE,AXIS_CERTIFIED_BOUNDARY,3200,160,6400,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,-2412.03125,BINDING_VMIN,33,2412.03125,0,-2412.03125,0.900004204235,33,1,1,CONVERGED_FEASIBLE,2412.1875,0,-2412.1875,0.899997877091,33,1,1,CONVERGED_INFEASIBLE,6,41,10,0,0.15625
21,2010-07-01 07:30:00,P13_POSITIVE,13,POSITIVE,AXIS_CERTIFIED_BOUNDARY,3200,160,6400,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,2047.1875,BINDING_VMAX,13,2047.1875,2047.1875,0,0.987389114265,33,1.04999843865,13,CONVERGED_FEASIBLE,2047.34375,2047.34375,0,0.987390917398,33,1.05000444923,13,CONVERGED_INFEASIBLE,6,41,10,0,0.15625
21,2010-07-01 07:30:00,P13_NEGATIVE,13,NEGATIVE,AXIS_CERTIFIED_BOUNDARY,1600,80,3200,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,-1142.8125,BINDING_VMIN,18,1142.8125,-1142.8125,0,0.900008795503,18,1,1,CONVERGED_FEASIBLE,1143.125,-1143.125,0,0.899991199262,18,1,1,CONVERGED_INFEASIBLE,5,41,8,0,0.3125
21,2010-07-01 07:30:00,P30_POSITIVE,30,POSITIVE,AXIS_CERTIFIED_BOUNDARY,3200,160,6400,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,2909.375,BINDING_VMAX,30,2909.375,0,2909.375,0.995487032893,25,1.04999202155,30,CONVERGED_FEASIBLE,2910,0,2910,0.995488975235,25,1.05000884462,30,CONVERGED_INFEASIBLE,6,41,8,0,0.625
21,2010-07-01 07:30:00,P30_NEGATIVE,30,NEGATIVE,AXIS_CERTIFIED_BOUNDARY,3200,160,6400,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,-1680,BINDING_VMIN,33,1680,0,-1680,0.900000795652,33,1,1,CONVERGED_FEASIBLE,1680.15625,0,-1680.15625,0.899994630092,33,1,1,CONVERGED_INFEASIBLE,6,41,10,0,0.15625
22,2012-08-24 12:00:00,P13_POSITIVE,13,POSITIVE,AXIS_CERTIFIED_BOUNDARY,1600,80,3200,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1509.0625,BINDING_VMAX,13,1509.0625,1509.0625,0,0.999294417354,22,1.04999789,13,CONVERGED_FEASIBLE,1509.21875,1509.21875,0,0.999294495165,22,1.05000401321,13,CONVERGED_INFEASIBLE,5,41,9,0,0.15625
22,2012-08-24 12:00:00,P13_NEGATIVE,13,NEGATIVE,AXIS_CERTIFIED_BOUNDARY,3200,160,6400,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,-1659.375,BINDING_VMIN,18,1659.375,-1659.375,0,0.900005135825,18,1,1,CONVERGED_FEASIBLE,1659.53125,-1659.53125,0,0.899996100045,18,1,1,CONVERGED_INFEASIBLE,6,41,10,10,0.15625
22,2012-08-24 12:00:00,P30_POSITIVE,30,POSITIVE,AXIS_CERTIFIED_BOUNDARY,3200,160,6400,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,2150.9375,BINDING_VMAX,30,2150.9375,0,2150.9375,0.999639216889,22,1.04999312898,30,CONVERGED_FEASIBLE,2151.25,0,2151.25,0.999639372192,22,1.05000169596,30,CONVERGED_INFEASIBLE,6,41,9,0,0.3125
22,2012-08-24 12:00:00,P30_NEGATIVE,30,NEGATIVE,AXIS_CERTIFIED_BOUNDARY,3200,160,6400,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,-2390.3125,BINDING_VMIN,33,2390.3125,0,-2390.3125,0.900000757422,33,1,1,CONVERGED_FEASIBLE,2390.46875,0,-2390.46875,0.899994435161,33,1,1,CONVERGED_INFEASIBLE,6,41,10,0,0.15625
23,2010-07-02 17:30:00,P13_POSITIVE,13,POSITIVE,AXIS_CERTIFIED_BOUNDARY,3200,160,6400,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,2493.4375,BINDING_VMAX,13,2493.4375,2493.4375,0,0.97294431152,33,1.04999679378,13,CONVERGED_FEASIBLE,2493.75,2493.75,0,0.972947891241,33,1.05000863103,13,CONVERGED_INFEASIBLE,6,41,9,0,0.3125
23,2010-07-02 17:30:00,P13_NEGATIVE,13,NEGATIVE,AXIS_CERTIFIED_BOUNDARY,800,40,1600,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,-714.375,BINDING_VMIN,18,714.375,-714.375,0,0.900004572807,18,1,1,CONVERGED_FEASIBLE,714.53125,-714.53125,0,0.899995962707,18,1,1,CONVERGED_INFEASIBLE,4,41,8,0,0.15625
23,2010-07-02 17:30:00,P30_POSITIVE,30,POSITIVE,AXIS_CERTIFIED_BOUNDARY,6400,320,12800,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,3538.4375,BINDING_VMAX,30,3538.4375,0,3538.4375,0.983977787206,18,1.04999347185,30,CONVERGED_FEASIBLE,3538.75,0,3538.75,0.983981362034,18,1.05000175726,30,CONVERGED_INFEASIBLE,7,41,10,0,0.3125
23,2010-07-02 17:30:00,P30_NEGATIVE,30,NEGATIVE,AXIS_CERTIFIED_BOUNDARY,1600,80,3200,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,-1090.625,BINDING_VMIN,33,1090.625,0,-1090.625,0.900002544212,33,1,1,CONVERGED_FEASIBLE,1090.9375,0,-1090.9375,0.899990460573,33,1,1,CONVERGED_INFEASIBLE,5,41,8,0,0.3125
24,2012-08-05 23:30:00,P13_POSITIVE,13,POSITIVE,AXIS_CERTIFIED_BOUNDARY,1600,80,3200,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1559.53125,BINDING_VMAX,13,1559.53125,1559.53125,0,0.999074262085,25,1.04999427295,13,CONVERGED_FEASIBLE,1559.6875,1559.6875,0,0.999074756769,25,1.05000038555,13,CONVERGED_INFEASIBLE,5,41,9,0,0.15625
24,2012-08-05 23:30:00,P13_NEGATIVE,13,NEGATIVE,AXIS_CERTIFIED_BOUNDARY,3200,160,6400,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,-1610.9375,BINDING_VMIN,18,1610.9375,-1610.9375,0,0.90000044424,18,1,1,CONVERGED_FEASIBLE,1611.09375,-1611.09375,0,0.899991431204,18,1,1,CONVERGED_INFEASIBLE,6,41,10,11,0.15625
24,2012-08-05 23:30:00,P30_POSITIVE,30,POSITIVE,AXIS_CERTIFIED_BOUNDARY,3200,160,6400,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,2222.1875,BINDING_VMAX,30,2222.1875,0,2222.1875,0.999438421208,22,1.04999276722,30,CONVERGED_FEASIBLE,2222.5,0,2222.5,0.999438576193,22,1.05000131946,30,CONVERGED_INFEASIBLE,6,41,9,0,0.3125
24,2012-08-05 23:30:00,P30_NEGATIVE,30,NEGATIVE,AXIS_CERTIFIED_BOUNDARY,3200,160,6400,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,-2323.4375,BINDING_VMIN,33,2323.4375,0,-2323.4375,0.900007059876,33,1,1,CONVERGED_FEASIBLE,2323.75,0,-2323.75,0.89999444565,33,1,1,CONVERGED_INFEASIBLE,6,41,9,0,0.3125
25,2010-07-02 18:00:00,P13_POSITIVE,13,POSITIVE,AXIS_CERTIFIED_BOUNDARY,3200,160,6400,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,2427.8125,BINDING_VMAX,13,2427.8125,2427.8125,0,0.975071160469,33,1.04999458992,13,CONVERGED_FEASIBLE,2428.125,2428.125,0,0.975074744055,33,1.05000645408,13,CONVERGED_INFEASIBLE,6,41,9,0,0.3125
25,2010-07-02 18:00:00,P13_NEGATIVE,13,NEGATIVE,AXIS_CERTIFIED_BOUNDARY,800,40,1600,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,-777.34375,BINDING_VMIN,18,777.34375,-777.34375,0,0.900004061794,18,1,1,CONVERGED_FEASIBLE,777.5,-777.5,0,0.899995424551,18,1,1,CONVERGED_INFEASIBLE,4,41,8,0,0.15625
25,2010-07-02 18:00:00,P30_POSITIVE,30,POSITIVE,AXIS_CERTIFIED_BOUNDARY,6400,320,12800,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,3446.25,BINDING_VMAX,30,3446.25,0,3446.25,0.985869186004,18,1.04999913253,30,CONVERGED_FEASIBLE,3446.5625,0,3446.5625,0.985872765437,18,1.05000743622,30,CONVERGED_INFEASIBLE,7,41,10,0,0.3125
25,2010-07-02 18:00:00,P30_NEGATIVE,30,NEGATIVE,AXIS_CERTIFIED_BOUNDARY,1600,80,3200,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,-1177.1875,BINDING_VMIN,33,1177.1875,0,-1177.1875,0.900003345691,33,1,1,CONVERGED_FEASIBLE,1177.5,0,-1177.5,0.899991226387,33,1,1,CONVERGED_INFEASIBLE,5,41,8,0,0.3125
26,2011-09-30 05:30:00,P13_POSITIVE,13,POSITIVE,AXIS_CERTIFIED_BOUNDARY,1600,80,3200,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1480.3125,BINDING_VMAX,13,1480.3125,1480.3125,0,0.999414516828,22,1.04999371994,13,CONVERGED_FEASIBLE,1480.625,1480.625,0,0.999414672597,22,1.05000597851,13,CONVERGED_INFEASIBLE,5,41,8,0,0.3125
26,2011-09-30 05:30:00,P13_NEGATIVE,13,NEGATIVE,AXIS_CERTIFIED_BOUNDARY,3200,160,6400,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,-1686.875,BINDING_VMIN,18,1686.875,-1686.875,0,0.900004290641,18,1,1,CONVERGED_FEASIBLE,1687.03125,-1687.03125,0,0.899995241831,18,1,1,CONVERGED_INFEASIBLE,6,41,10,10,0.15625
26,2011-09-30 05:30:00,P30_POSITIVE,30,POSITIVE,AXIS_CERTIFIED_BOUNDARY,3200,160,6400,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,2110.625,BINDING_VMAX,30,2110.625,0,2110.625,0.999753134365,22,1.04999473398,30,CONVERGED_FEASIBLE,2110.9375,0,2110.9375,0.999753289848,22,1.05000330931,30,CONVERGED_INFEASIBLE,6,41,9,0,0.3125
26,2011-09-30 05:30:00,P30_NEGATIVE,30,NEGATIVE,AXIS_CERTIFIED_BOUNDARY,3200,160,6400,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,-2428.125,BINDING_VMIN,33,2428.125,0,-2428.125,0.900000034041,33,1,1,CONVERGED_FEASIBLE,2428.28125,0,-2428.28125,0.899993703184,33,1,1,CONVERGED_INFEASIBLE,6,41,10,0,0.15625
27,2011-09-11 00:00:00,P13_POSITIVE,13,POSITIVE,AXIS_CERTIFIED_BOUNDARY,1600,80,3200,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1564.0625,BINDING_VMAX,13,1564.0625,1564.0625,0,0.999014834024,25,1.04999788396,13,CONVERGED_FEASIBLE,1564.21875,1564.21875,0,0.999015328643,25,1.05000399558,13,CONVERGED_INFEASIBLE,5,41,9,0,0.15625
27,2011-09-11 00:00:00,P13_NEGATIVE,13,NEGATIVE,AXIS_CERTIFIED_BOUNDARY,3200,160,6400,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,-1606.5625,BINDING_VMIN,18,1606.5625,-1606.5625,0,0.900007090478,18,1,1,CONVERGED_FEASIBLE,1606.71875,-1606.71875,0,0.899998079624,18,1,1,CONVERGED_INFEASIBLE,6,41,10,11,0.15625
27,2011-09-11 00:00:00,P30_POSITIVE,30,POSITIVE,AXIS_CERTIFIED_BOUNDARY,3200,160,6400,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,2228.4375,BINDING_VMAX,30,2228.4375,0,2228.4375,0.999420804908,22,1.0499925889,30,CONVERGED_FEASIBLE,2228.75,0,2228.75,0.999420959866,22,1.05000113984,30,CONVERGED_INFEASIBLE,6,41,9,0,0.3125
27,2011-09-11 00:00:00,P30_NEGATIVE,30,NEGATIVE,AXIS_CERTIFIED_BOUNDARY,3200,160,6400,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,-2317.65625,BINDING_VMIN,33,2317.65625,0,-2317.65625,0.90000397108,33,1,1,CONVERGED_FEASIBLE,2317.8125,0,-2317.8125,0.899997665289,33,1,1,CONVERGED_INFEASIBLE,6,41,10,0,0.15625
28,2011-09-30 11:30:00,P13_POSITIVE,13,POSITIVE,AXIS_CERTIFIED_BOUNDARY,1600,80,3200,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1549.6875,BINDING_VMAX,13,1549.6875,1549.6875,0,0.999124032515,22,1.04999666104,13,CONVERGED_FEASIBLE,1550,1550,0,0.999124187925,22,1.05000889027,13,CONVERGED_INFEASIBLE,5,41,8,0,0.3125
28,2011-09-30 11:30:00,P13_NEGATIVE,13,NEGATIVE,AXIS_CERTIFIED_BOUNDARY,3200,160,6400,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,-1620.3125,BINDING_VMIN,18,1620.3125,-1620.3125,0,0.900007940143,18,1,1,CONVERGED_FEASIBLE,1620.46875,-1620.46875,0,0.899998922838,18,1,1,CONVERGED_INFEASIBLE,6,41,10,11,0.15625
28,2011-09-30 11:30:00,P30_POSITIVE,30,POSITIVE,AXIS_CERTIFIED_BOUNDARY,3200,160,6400,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,2208.4375,BINDING_VMAX,30,2208.4375,0,2208.4375,0.999477835055,22,1.04999852689,30,CONVERGED_FEASIBLE,2208.75,0,2208.75,0.9994779901,22,1.0500070819,30,CONVERGED_INFEASIBLE,6,41,9,0,0.3125
28,2011-09-30 11:30:00,P30_NEGATIVE,30,NEGATIVE,AXIS_CERTIFIED_BOUNDARY,3200,160,6400,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,-2336.5625,BINDING_VMIN,33,2336.5625,0,-2336.5625,0.900004861812,33,1,1,CONVERGED_FEASIBLE,2336.875,0,-2336.875,0.899992241604,33,1,1,CONVERGED_INFEASIBLE,6,41,9,0,0.3125
29,2012-09-03 07:00:00,P13_POSITIVE,13,POSITIVE,AXIS_CERTIFIED_BOUNDARY,3200,160,6400,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1807.1875,BINDING_VMAX,13,1807.1875,1807.1875,0,0.995119168201,33,1.04999664369,13,CONVERGED_FEASIBLE,1807.5,1807.5,0,0.995122789082,33,1.05000876477,13,CONVERGED_INFEASIBLE,6,41,9,0,0.3125
29,2012-09-03 07:00:00,P13_NEGATIVE,13,NEGATIVE,AXIS_CERTIFIED_BOUNDARY,1600,80,3200,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,-1373.28125,BINDING_VMIN,18,1373.28125,-1373.28125,0,0.90000189385,18,1,1,CONVERGED_FEASIBLE,1373.4375,-1373.4375,0,0.899992991218,18,1,1,CONVERGED_INFEASIBLE,5,41,9,0,0.15625
29,2012-09-03 07:00:00,P30_POSITIVE,30,POSITIVE,AXIS_CERTIFIED_BOUNDARY,3200,160,6400,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,2571.25,BINDING_VMAX,30,2571.25,0,2571.25,0.998363205943,25,1.0499947552,30,CONVERGED_FEASIBLE,2571.5625,0,2571.5625,0.998364185189,25,1.05000323561,30,CONVERGED_INFEASIBLE,6,41,9,0,0.3125
29,2012-09-03 07:00:00,P30_NEGATIVE,30,NEGATIVE,AXIS_CERTIFIED_BOUNDARY,3200,160,6400,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,-1996.71875,BINDING_VMIN,33,1996.71875,0,-1996.71875,0.900003984559,33,1,1,CONVERGED_FEASIBLE,1996.875,0,-1996.875,0.899997750228,33,1,1,CONVERGED_INFEASIBLE,6,41,10,0,0.15625
30,2011-11-14 17:30:00,P13_POSITIVE,13,POSITIVE,AXIS_CERTIFIED_BOUNDARY,3200,160,6400,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,2239.6875,BINDING_VMAX,13,2239.6875,2239.6875,0,0.981166324477,33,1.04999571594,13,CONVERGED_FEASIBLE,2240,2240,0,0.981169919185,33,1.05000765743,13,CONVERGED_INFEASIBLE,6,41,9,0,0.3125
30,2011-11-14 17:30:00,P13_NEGATIVE,13,NEGATIVE,AXIS_CERTIFIED_BOUNDARY,1600,80,3200,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,-957.96875,BINDING_VMIN,18,957.96875,-957.96875,0,0.900006273074,18,1,1,CONVERGED_FEASIBLE,958.125,-958.125,0,0.899997557101,18,1,1,CONVERGED_INFEASIBLE,5,41,9,0,0.15625
30,2011-11-14 17:30:00,P30_POSITIVE,30,POSITIVE,AXIS_CERTIFIED_BOUNDARY,3200,160,6400,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,3180.9375,BINDING_VMAX,30,3180.9375,0,3180.9375,0.99128261028,18,1.04999563401,30,CONVERGED_FEASIBLE,3181.25,0,3181.25,0.991286203243,18,1.05000399082,30,CONVERGED_INFEASIBLE,6,41,9,0,0.3125
30,2011-11-14 17:30:00,P30_NEGATIVE,30,NEGATIVE,AXIS_CERTIFIED_BOUNDARY,1600,80,3200,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,-1425.625,BINDING_VMIN,33,1425.625,0,-1425.625,0.900004431063,33,1,1,CONVERGED_FEASIBLE,1425.9375,0,-1425.9375,0.899992208096,33,1,1,CONVERGED_INFEASIBLE,5,41,8,0,0.3125
