selection_index,timestamp,search_kind,search_id,level,endpoint_side,coordinate,radius,p13_abs_kw,p30_abs_kw,vmin_pu,vmin_bus,vmax_pu,vmax_bus,solver_status,binding_mechanism,binding_bus,official_boundary
6,2010-12-21 12:00:00,RAY,240.000000,BASE,VIOLATING,0.974609375,0.974609375,-834.220809937,-2018.26784956,0.899994480064,33,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,33,false
6,2010-12-21 12:00:00,RAY,250.000000,BASE,SAFE,0.951171875,0.951171875,-577.563572166,-2131.31412741,0.900008743448,33,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,33,true
6,2010-12-21 12:00:00,RAY,250.000000,BASE,VIOLATING,0.9513671875,0.9513671875,-577.669414917,-2131.73097836,0.899990190562,33,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,33,false
6,2010-12-21 12:00:00,RAY,260.000000,BASE,SAFE,0.95576171875,0.95576171875,-325.075167171,-2239.04487193,0.90000752406,33,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,33,true
6,2010-12-21 12:00:00,RAY,260.000000,BASE,VIOLATING,0.955859375,0.955859375,-325.102036057,-2239.26330402,0.899998280737,33,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,33,false
6,2010-12-21 12:00:00,RAY,270.000000,BASE,SAFE,0.98896484375,0.98896484375,-62.109375,-2347.43640137,0.900008024411,33,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,33,true
6,2010-12-21 12:00:00,RAY,270.000000,BASE,VIOLATING,0.9890625,0.9890625,-62.109375,-2347.65820312,0.89999906388,33,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,33,false
6,2010-12-21 12:00:00,RAY,280.000000,BASE,SAFE,1.05595703125,1.05595703125,228.423894719,-2463.15619701,0.900004397251,33,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,33,true
6,2010-12-21 12:00:00,RAY,280.000000,BASE,VIOLATING,1.0560546875,1.0560546875,228.450763606,-2463.37462911,0.899995960705,33,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,33,false
6,2010-12-21 12:00:00,RAY,290.000000,BASE,SAFE,1.16806640625,1.16806640625,570.883197105,-2594.2271076,0.900007515549,33,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,33,true
6,2010-12-21 12:00:00,RAY,290.000000,BASE,VIOLATING,1.1681640625,1.1681640625,570.93611848,-2594.43553307,0.89999982588,33,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,33,false
6,2010-12-21 12:00:00,RAY,300.000000,BASE,SAFE,1.3484375,1.3484375,1006.15863037,-2753.57289246,0.900007173906,33,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,33,true
6,2010-12-21 12:00:00,RAY,300.000000,BASE,VIOLATING,1.3486328125,1.3486328125,1006.31336212,-2753.95706437,0.899993675268,33,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,33,false
6,2010-12-21 12:00:00,RAY,310.000000,BASE,SAFE,1.6451171875,1.6451171875,1613.38792325,-2963.55392816,0.900004598301,33,1.0102488351,13,CONVERGED_FEASIBLE,BINDING_VMIN,33,true
6,2010-12-21 12:00:00,RAY,310.000000,BASE,VIOLATING,1.6453125,1.6453125,1613.58684255,-2963.89374817,0.899993285424,33,1.01025119277,13,CONVERGED_INFEASIBLE,BINDING_VMIN,33,false
6,2010-12-21 12:00:00,RAY,330.000000,BASE,SAFE,1.670703125,1.670703125,2230.3904545,-1998.54223633,0.945457687537,33,1.049995368,13,CONVERGED_FEASIBLE,BINDING_VMAX,13,true
6,2010-12-21 12:00:00,RAY,330.000000,BASE,VIOLATING,1.67109375,1.67109375,2230.926461,-1998.98583984,0.945447931754,33,1.05000920107,13,CONVERGED_INFEASIBLE,BINDING_VMAX,13,false
6,2010-12-21 12:00:00,RAY,340.000000,BASE,SAFE,1.321875,1.321875,1906.02887105,-1128.10001554,0.972199464511,33,1.04999605875,13,CONVERGED_FEASIBLE,BINDING_VMAX,13,true
6,2010-12-21 12:00:00,RAY,340.000000,BASE,VIOLATING,1.3220703125,1.3220703125,1906.31967162,-1128.25173688,0.972197770361,33,1.05000517987,13,CONVERGED_INFEASIBLE,BINDING_VMAX,13,false
6,2010-12-21 12:00:00,RAY,350.000000,BASE,SAFE,1.1318359375,1.1318359375,1703.98673393,-547.64430944,0.989028347097,33,1.04999788192,13,CONVERGED_FEASIBLE,BINDING_VMAX,13,true
6,2010-12-21 12:00:00,RAY,350.000000,BASE,VIOLATING,1.13203125,1.13203125,1704.29149599,-547.721340382,0.989029431388,33,1.05000871316,13,CONVERGED_INFEASIBLE,BINDING_VMAX,13,false
6,2010-12-21 12:00:00,RAY,55.000000,ADAPTIVE,SAFE,1.017578125,1.017578125,862.670689489,1791.95316599,0.999853526153,22,1.04999680973,30,CONVERGED_FEASIBLE,BINDING_VMAX,30,true
6,2010-12-21 12:00:00,RAY,55.000000,ADAPTIVE,VIOLATING,1.0177734375,1.0177734375,862.848190461,1792.31654472,0.99985379649,22,1.05000891492,30,CONVERGED_INFEASIBLE,BINDING_VMAX,30,false
6,2010-12-21 12:00:00,RAY,105.000000,ADAPTIVE,SAFE,1.1505859375,1.1505859375,-533.949301689,2422.97335218,0.990605245378,18,1.04999543878,30,CONVERGED_FEASIBLE,BINDING_VMAX,30,true
6,2010-12-21 12:00:00,RAY,105.000000,ADAPTIVE,VIOLATING,1.15078125,1.15078125,-534.029396737,2423.40184027,0.990606585888,18,1.05000604199,30,CONVERGED_INFEASIBLE,BINDING_VMAX,30,false
6,2010-12-21 12:00:00,RAY,115.000000,ADAPTIVE,SAFE,1.328125,1.328125,-951.446877613,2632.63097986,0.973145520858,18,1.04999101467,30,CONVERGED_FEASIBLE,BINDING_VMAX,30,true
6,2010-12-21 12:00:00,RAY,115.000000,ADAPTIVE,VIOLATING,1.328515625,1.328515625,-951.708447467,2633.4350625,0.973142375035,18,1.05000915195,30,CONVERGED_INFEASIBLE,BINDING_VMAX,30,false
6,2010-12-21 12:00:00,RAY,125.000000,ADAPTIVE,SAFE,1.64453125,1.64453125,-1556.66755984,2958.39887863,0.946296373769,18,1.04999374784,30,CONVERGED_FEASIBLE,BINDING_VMAX,30,true
6,2010-12-21 12:00:00,RAY,125.000000,ADAPTIVE,VIOLATING,1.644921875,1.644921875,-1557.02256178,2959.12563608,0.946286534437,18,1.05000794754,30,CONVERGED_INFEASIBLE,BINDING_VMAX,30,false
6,2010-12-21 12:00:00,RAY,145.000000,ADAPTIVE,SAFE,1.61328125,1.61328125,-2156.00004212,2000.42872531,0.900006089024,18,1.01344695735,30,CONVERGED_FEASIBLE,BINDING_VMIN,18,true
6,2010-12-21 12:00:00,RAY,145.000000,ADAPTIVE,VIOLATING,1.6134765625,1.6134765625,-2156.25353978,2000.68316583,0.899994518766,18,1.01344992503,30,CONVERGED_INFEASIBLE,BINDING_VMIN,18,false
6,2010-12-21 12:00:00,RAY,155.000000,ADAPTIVE,SAFE,1.3162109375,1.3162109375,-1952.191184,1162.14366565,0.900003043982,18,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,18,true
6,2010-12-21 12:00:00,RAY,155.000000,ADAPTIVE,VIOLATING,1.31630859375,1.31630859375,-1952.33141859,1162.23740312,0.899996162416,18,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,18,false
6,2010-12-21 12:00:00,RAY,165.000000,ADAPTIVE,SAFE,1.13486328125,1.13486328125,-1798.97699202,565.871159148,0.90000486057,18,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,18,true
6,2010-12-21 12:00:00,RAY,165.000000,ADAPTIVE,VIOLATING,1.1349609375,1.1349609375,-1799.12645141,565.928565667,0.899997018988,18,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,18,false
6,2010-12-21 12:00:00,RAY,235.000000,ADAPTIVE,SAFE,0.9974609375,0.9974609375,-968.606839366,-1957.02515714,0.900001466657,33,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,33,true
6,2010-12-21 12:00:00,RAY,235.000000,ADAPTIVE,VIOLATING,0.99755859375,0.99755859375,-968.695589852,-1957.20684651,0.899992601398,33,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,33,false
6,2010-12-21 12:00:00,RAY,295.000000,ADAPTIVE,SAFE,1.24765625,1.24765625,773.344737749,-2669.48995579,0.900000572745,33,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,33,true
6,2010-12-21 12:00:00,RAY,295.000000,ADAPTIVE,VIOLATING,1.24775390625,1.24775390625,773.410130213,-2669.69097645,0.899993331174,33,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,33,false
6,2010-12-21 12:00:00,RAY,305.000000,ADAPTIVE,SAFE,1.4775390625,1.4775390625,1280.68547872,-2850.21006732,0.900005465674,33,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,33,true
6,2010-12-21 12:00:00,RAY,305.000000,ADAPTIVE,VIOLATING,1.477734375,1.477734375,1280.86297969,-2850.57344605,0.899993028055,33,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,33,false
6,2010-12-21 12:00:00,RAY,315.000000,ADAPTIVE,SAFE,1.8671875,1.8671875,2029.84558007,-3099.98351678,0.900006052429,33,1.02473866348,13,CONVERGED_FEASIBLE,BINDING_VMIN,33,true
6,2010-12-21 12:00:00,RAY,315.000000,ADAPTIVE,VIOLATING,1.8673828125,1.8673828125,2030.06440381,-3100.29719184,0.899995912451,33,1.02474199776,13,CONVERGED_INFEASIBLE,BINDING_VMIN,33,false
6,2010-12-21 12:00:00,RAY,325.000000,ADAPTIVE,SAFE,1.9771484375,1.9771484375,2504.04743169,-2676.95142086,0.923143428709,33,1.04999486449,13,CONVERGED_FEASIBLE,BINDING_VMAX,13,true
6,2010-12-21 12:00:00,RAY,325.000000,ADAPTIVE,VIOLATING,1.97734375,1.97734375,2504.30092935,-2677.20586138,0.923136590443,33,1.05000040066,13,CONVERGED_INFEASIBLE,BINDING_VMAX,13,false
6,2010-12-21 12:00:00,RAY,335.000000,ADAPTIVE,SAFE,1.4671875,1.4671875,2044.77511071,-1509.56179943,0.960717889782,33,1.04999460948,13,CONVERGED_FEASIBLE,BINDING_VMAX,13,true
6,2010-12-21 12:00:00,RAY,335.000000,ADAPTIVE,VIOLATING,1.4673828125,1.4673828125,2045.05557989,-1509.74927437,0.960714677761,33,1.05000269982,13,CONVERGED_INFEASIBLE,BINDING_VMAX,13,false
6,2010-12-21 12:00:00,RAY,345.000000,ADAPTIVE,SAFE,1.2138671875,1.2138671875,1795.67089172,-814.813033148,0.981374011423,33,1.04999658228,13,CONVERGED_FEASIBLE,BINDING_VMAX,13,true
6,2010-12-21 12:00:00,RAY,345.000000,ADAPTIVE,VIOLATING,1.2140625,1.2140625,1795.96981051,-814.927846186,0.981373741852,33,1.05000661415,13,CONVERGED_INFEASIBLE,BINDING_VMAX,13,false
7,2011-02-05 17:30:00,AXIS,P13_POSITIVE,AXIS,SAFE,2928.75,NaN,2928.75,0,0.95876453142,33,1.04999111045,13,CONVERGED_FEASIBLE,BINDING_VMAX,13,true
7,2011-02-05 17:30:00,AXIS,P13_POSITIVE,AXIS,VIOLATING,2929.0625,NaN,2929.0625,0,0.958768086143,33,1.05000277082,13,CONVERGED_INFEASIBLE,BINDING_VMAX,13,false
7,2011-02-05 17:30:00,AXIS,P13_NEGATIVE,AXIS,SAFE,296.25,NaN,-296.25,0,0.900002757616,18,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,18,true
7,2011-02-05 17:30:00,AXIS,P13_NEGATIVE,AXIS,VIOLATING,296.40625,NaN,-296.40625,0,0.899994323554,18,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,18,false
7,2011-02-05 17:30:00,AXIS,P30_POSITIVE,AXIS,SAFE,4151.875,NaN,0,4151.875,0.971405689349,18,1.04999112835,30,CONVERGED_FEASIBLE,BINDING_VMAX,30,true
7,2011-02-05 17:30:00,AXIS,P30_POSITIVE,AXIS,VIOLATING,4152.5,NaN,0,4152.5,0.971412778263,18,1.05000745732,30,CONVERGED_INFEASIBLE,BINDING_VMAX,30,false
7,2011-02-05 17:30:00,AXIS,P30_NEGATIVE,AXIS,SAFE,515.625,NaN,0,-515.625,0.900003827287,33,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,33,true
7,2011-02-05 17:30:00,AXIS,P30_NEGATIVE,AXIS,VIOLATING,515.9375,NaN,0,-515.9375,0.899991975128,33,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,33,false
7,2011-02-05 17:30:00,RAY,0.000000,BASE,SAFE,0.6259765625,0.6259765625,2325.63720703,1818.125,0.985479489345,25,1.04999033781,13,CONVERGED_FEASIBLE,BINDING_VMAX,13,true
7,2011-02-05 17:30:00,RAY,0.000000,BASE,VIOLATING,0.626171875,0.626171875,2325.95214844,1818.125,0.985480452741,25,1.05000239366,13,CONVERGED_INFEASIBLE,BINDING_VMAX,13,false
7,2011-02-05 17:30:00,RAY,10.000000,BASE,SAFE,0.58984375,0.58984375,2252.92335063,2057.1600259,0.986048918394,25,1.04999401357,13,CONVERGED_FEASIBLE,BINDING_VMAX,13,true
7,2011-02-05 17:30:00,RAY,10.000000,BASE,VIOLATING,0.5900390625,0.5900390625,2253.23350737,2057.23917657,0.986050127843,25,1.05000684136,13,CONVERGED_INFEASIBLE,BINDING_VMAX,13,false
7,2011-02-05 17:30:00,RAY,20.000000,BASE,SAFE,0.5748046875,0.5748046875,2187.22530372,2276.92807157,0.986564281755,25,1.04999706697,13,CONVERGED_FEASIBLE,BINDING_VMAX,13,true
7,2011-02-05 17:30:00,RAY,20.000000,BASE,VIOLATING,0.57490234375,0.57490234375,2187.37327778,2277.00601976,0.986564987239,25,1.05000365693,13,CONVERGED_INFEASIBLE,BINDING_VMAX,13,false
7,2011-02-05 17:30:00,RAY,30.000000,BASE,SAFE,0.578125,0.578125,2123.58188521,2492.72460938,0.987062426741,25,1.04999314111,13,CONVERGED_FEASIBLE,BINDING_VMAX,13,true
7,2011-02-05 17:30:00,RAY,30.000000,BASE,VIOLATING,0.5783203125,0.5783203125,2123.85463247,2492.95251465,0.987063989461,25,1.05000624598,13,CONVERGED_INFEASIBLE,BINDING_VMAX,13,false
7,2011-02-05 17:30:00,RAY,40.000000,BASE,SAFE,0.6005859375,0.6005859375,2058.12177606,2719.06731858,0.987577978419,25,1.04999736442,13,CONVERGED_FEASIBLE,BINDING_VMAX,13,true
7,2011-02-05 17:30:00,RAY,40.000000,BASE,VIOLATING,0.60078125,0.60078125,2058.36303517,2719.36030795,0.987579638628,25,1.05000996977,13,CONVERGED_INFEASIBLE,BINDING_VMAX,13,false
7,2011-02-05 17:30:00,RAY,50.000000,BASE,SAFE,0.6458984375,0.6458984375,1985.72051429,2972.83394857,0.988146169571,25,1.04999135827,13,CONVERGED_FEASIBLE,BINDING_VMAX,13,true
7,2011-02-05 17:30:00,RAY,50.000000,BASE,VIOLATING,0.64609375,0.64609375,1985.92295473,2973.1831197,0.988147869524,25,1.05000305295,13,CONVERGED_INFEASIBLE,BINDING_VMAX,13,false
7,2011-02-05 17:30:00,RAY,60.000000,BASE,SAFE,0.723828125,0.723828125,1899.83642578,3281.04445883,0.988824893538,25,1.04999635572,13,CONVERGED_FEASIBLE,BINDING_VMAX,13,true
7,2011-02-05 17:30:00,RAY,60.000000,BASE,VIOLATING,0.7240234375,0.7240234375,1899.99389648,3281.43920234,0.988826572652,25,1.05000674975,13,CONVERGED_INFEASIBLE,BINDING_VMAX,13,false
7,2011-02-05 17:30:00,RAY,70.000000,BASE,SAFE,0.705859375,0.705859375,1705.53672593,3366.08001185,0.988479588287,25,1.04999881681,30,CONVERGED_FEASIBLE,BINDING_VMAX,30,true
7,2011-02-05 17:30:00,RAY,70.000000,BASE,VIOLATING,0.70595703125,0.70595703125,1705.59058408,3366.29417276,0.988480404739,25,1.05000512261,30,CONVERGED_INFEASIBLE,BINDING_VMAX,30,false
7,2011-02-05 17:30:00,RAY,80.000000,BASE,SAFE,0.70859375,0.70859375,1514.6616966,3446.68253898,0.988120202026,25,1.04999703211,30,CONVERGED_FEASIBLE,BINDING_VMAX,30,true
7,2011-02-05 17:30:00,RAY,80.000000,BASE,VIOLATING,0.7087890625,0.7087890625,1514.7163856,3447.13142474,0.988121733599,25,1.05000958637,30,CONVERGED_INFEASIBLE,BINDING_VMAX,30,false
7,2011-02-05 17:30:00,RAY,90.000000,BASE,SAFE,0.73447265625,0.73447265625,1316.25,3532.20056152,0.98773955146,25,1.04999444949,30,CONVERGED_FEASIBLE,BINDING_VMAX,30,true
7,2011-02-05 17:30:00,RAY,90.000000,BASE,VIOLATING,0.7345703125,0.7345703125,1316.25,3532.4284668,0.987740240128,25,1.05000049501,30,CONVERGED_INFEASIBLE,BINDING_VMAX,30,false
7,2011-02-05 17:30:00,RAY,100.000000,BASE,SAFE,0.78828125,0.78828125,1095.52519089,3629.82792925,0.987308250586,25,1.04999923488,30,CONVERGED_FEASIBLE,BINDING_VMAX,30,true
7,2011-02-05 17:30:00,RAY,100.000000,BASE,VIOLATING,0.78837890625,0.78837890625,1095.49784639,3630.05237213,0.987308837398,25,1.05000485035,30,CONVERGED_INFEASIBLE,BINDING_VMAX,30,false
7,2011-02-05 17:30:00,RAY,110.000000,BASE,SAFE,0.880859375,0.880859375,830.449464879,3749.85635126,0.986776234582,25,1.04999327012,30,CONVERGED_FEASIBLE,BINDING_VMAX,30,true
7,2011-02-05 17:30:00,RAY,110.000000,BASE,VIOLATING,0.8810546875,0.8810546875,830.341748574,3750.28467307,0.986777158701,25,1.05000326083,30,CONVERGED_INFEASIBLE,BINDING_VMAX,30,false
7,2011-02-05 17:30:00,RAY,120.000000,BASE,SAFE,1.0373046875,1.0373046875,479.923095703,3914.60779705,0.986050855116,25,1.04999219052,30,CONVERGED_FEASIBLE,BINDING_VMAX,30,true
7,2011-02-05 17:30:00,RAY,120.000000,BASE,VIOLATING,1.0375,1.0375,479.765625,3915.00254056,0.986051485732,25,1.05000057619,30,CONVERGED_INFEASIBLE,BINDING_VMAX,30,false
7,2011-02-05 17:30:00,RAY,130.000000,BASE,SAFE,1.3205078125,1.3205078125,-52.4497723455,4178.87105421,0.969218937332,18,1.04999575847,30,CONVERGED_FEASIBLE,BINDING_VMAX,30,true
7,2011-02-05 17:30:00,RAY,130.000000,BASE,VIOLATING,1.320703125,1.320703125,-52.6522127792,4179.22022534,0.969213252101,18,1.05000216338,30,CONVERGED_INFEASIBLE,BINDING_VMAX,30,false
7,2011-02-05 17:30:00,RAY,140.000000,BASE,SAFE,1.962109375,1.962109375,-1107.43906091,4761.49623006,0.922204239397,18,1.04999409736,30,CONVERGED_FEASIBLE,BINDING_VMAX,30,true
7,2011-02-05 17:30:00,RAY,140.000000,BASE,VIOLATING,1.9625,1.9625,-1107.92157914,4762.08220881,0.922184804624,18,1.05000178725,30,CONVERGED_INFEASIBLE,BINDING_VMAX,30,false
7,2011-02-05 17:30:00,RAY,150.000000,BASE,SAFE,1.9056640625,1.9056640625,-1344.94500134,4041.79675293,0.900004256623,18,1.02719726453,30,CONVERGED_FEASIBLE,BINDING_VMIN,18,true
7,2011-02-05 17:30:00,RAY,150.000000,BASE,VIOLATING,1.905859375,1.905859375,-1345.2177486,4042.0246582,0.899991424424,18,1.02719893875,30,CONVERGED_INFEASIBLE,BINDING_VMIN,18,false
7,2011-02-05 17:30:00,RAY,160.000000,BASE,SAFE,1.6150390625,1.6150390625,-1130.94496652,3107.2322371,0.900007618319,18,1.0047047536,30,CONVERGED_FEASIBLE,BINDING_VMIN,18,true
7,2011-02-05 17:30:00,RAY,160.000000,BASE,VIOLATING,1.615234375,1.615234375,-1131.24091463,3107.38813349,0.899992879175,18,1.00470431904,30,CONVERGED_INFEASIBLE,BINDING_VMIN,18,false
7,2011-02-05 17:30:00,RAY,170.000000,BASE,SAFE,1.4326171875,1.4326171875,-958.749677775,2398.69517051,0.900009534211,18,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,18,true
7,2011-02-05 17:30:00,RAY,170.000000,BASE,VIOLATING,1.4328125,1.4328125,-959.059834513,2398.77432118,0.89999319975,18,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,18,false
7,2011-02-05 17:30:00,RAY,180.000000,BASE,SAFE,1.3189453125,1.3189453125,-810.549316406,1818.125,0.90000751401,18,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,18,true
7,2011-02-05 17:30:00,RAY,180.000000,BASE,VIOLATING,1.31904296875,1.31904296875,-810.706787109,1818.125,0.899998741539,18,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,18,false
7,2011-02-05 17:30:00,RAY,190.000000,BASE,SAFE,1.25390625,1.25390625,-674.956261938,1309.9776933,0.900007366273,18,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,18,true
7,2011-02-05 17:30:00,RAY,190.000000,BASE,VIOLATING,1.25400390625,1.25400390625,-675.111340307,1309.93811796,0.899998205258,18,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,18,false
7,2011-02-05 17:30:00,RAY,200.000000,BASE,SAFE,1.2275390625,1.2275390625,-543.783905497,838.316197828,0.900004655476,18,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,18,true
7,2011-02-05 17:30:00,RAY,200.000000,BASE,VIOLATING,1.22763671875,1.22763671875,-543.931879555,838.238249634,0.899995335894,18,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,18,false
7,2011-02-05 17:30:00,RAY,210.000000,BASE,SAFE,1.2359375,1.2359375,-409.69465189,375.940429687,0.900002391303,18,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,18,true
7,2011-02-05 17:30:00,RAY,210.000000,BASE,VIOLATING,1.23603515625,1.23603515625,-409.831025519,375.826477051,0.899993145445,18,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,18,false
7,2011-02-05 17:30:00,RAY,220.000000,BASE,SAFE,1.2798828125,1.2798828125,-264.720975129,-101.834354032,0.900006951103,18,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,18,true
7,2011-02-05 17:30:00,RAY,220.000000,BASE,VIOLATING,1.27998046875,1.27998046875,-264.841604686,-101.980848718,0.899998001692,18,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,18,false
7,2011-02-05 17:30:00,RAY,230.000000,BASE,SAFE,1.298046875,1.298046875,-29.1691224683,-502.466373502,0.900005387578,33,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,33,true
7,2011-02-05 17:30:00,RAY,230.000000,BASE,VIOLATING,1.29814453125,1.29814453125,-29.2703426851,-502.64095907,0.899997039792,33,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,33,false
7,2011-02-05 17:30:00,RAY,240.000000,BASE,SAFE,1.22587890625,1.22587890625,327.885131836,-659.482658758,0.900002353322,33,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,33,true
7,2011-02-05 17:30:00,RAY,240.000000,BASE,VIOLATING,1.2259765625,1.2259765625,327.806396484,-659.680030515,0.899993544155,33,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,33,false
7,2011-02-05 17:30:00,RAY,250.000000,BASE,SAFE,1.19296875,1.19296875,658.318809641,-798.064599445,0.900004295755,33,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,33,true
7,2011-02-05 17:30:00,RAY,250.000000,BASE,VIOLATING,1.19306640625,1.19306640625,658.264951489,-798.278760349,0.899995246504,33,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,33,false
7,2011-02-05 17:30:00,RAY,260.000000,BASE,SAFE,1.194921875,1.194921875,981.662690247,-928.158082539,0.90000360272,33,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,33,true
7,2011-02-05 17:30:00,RAY,260.000000,BASE,VIOLATING,1.19501953125,1.19501953125,981.635345747,-928.382525419,0.899994550595,33,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,33,false
7,2011-02-05 17:30:00,RAY,270.000000,BASE,SAFE,1.23212890625,1.23212890625,1316.25,-1057.35583496,0.900006396145,33,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,33,true
7,2011-02-05 17:30:00,RAY,270.000000,BASE,VIOLATING,1.2322265625,1.2322265625,1316.25,-1057.58374023,0.899997582675,33,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,33,false
7,2011-02-05 17:30:00,RAY,280.000000,BASE,SAFE,1.3103515625,1.3103515625,1683.1585095,-1193.44956697,0.900003992985,33,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,33,true
7,2011-02-05 17:30:00,RAY,280.000000,BASE,VIOLATING,1.31044921875,1.31044921875,1683.185854,-1193.67400985,0.899995653086,33,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,33,false
7,2011-02-05 17:30:00,RAY,290.000000,BASE,SAFE,1.442578125,1.442578125,2111.84262803,-1345.45986927,0.900002733023,33,1,1,CONVERGED_FEASIBLE,BINDING_VMIN,33,true
7,2011-02-05 17:30:00,RAY,290.000000,BASE,VIOLATING,1.44267578125,1.44267578125,2111.89648618,-1345.67403017,0.899995085318,33,1,1,CONVERGED_INFEASIBLE,BINDING_VMIN,33,false
7,2011-02-05 17:30:00,RAY,300.000000,BASE,SAFE,1.65498046875,1.65498046875,2650.57800293,-1526.73415661,0.900004740143,33,1.01706740633,13,CONVERGED_FEASIBLE,BINDING_VMIN,33,true
7,2011-02-05 17:30:00,RAY,300.000000,BASE,VIOLATING,1.655078125,1.655078125,2650.65673828,-1526.93152837,0.899997976598,33,1.01706735146,13,CONVERGED_INFEASIBLE,BINDING_VMIN,33,false
7,2011-02-05 17:30:00,RAY,320.000000,BASE,SAFE,1.379296875,1.379296875,3020.02186424,-250.965944327,0.951289753356,33,1.04999592935,13,CONVERGED_FEASIBLE,BINDING_VMAX,13,true
7,2011-02-05 17:30:00,RAY,320.000000,BASE,VIOLATING,1.3796875,1.3796875,3020.50438247,-251.551923071,0.951275172157,33,1.05000586014,13,CONVERGED_INFEASIBLE,BINDING_VMAX,13,false
7,2011-02-05 17:30:00,RAY,330.000000,BASE,SAFE,0.9892578125,0.9892578125,2697.71486438,663.784790039,0.977856429577,33,1.04999542782,13,CONVERGED_FEASIBLE,BINDING_VMAX,13,true
7,2011-02-05 17:30:00,RAY,330.000000,BASE,VIOLATING,0.989453125,0.989453125,2697.98761164,663.556884766,0.977852239629,33,1.05000280078,13,CONVERGED_INFEASIBLE,BINDING_VMAX,13,false
7,2011-02-05 17:30:00,RAY,340.000000,BASE,SAFE,0.7990234375,0.7990234375,2526.97374024,1180.35287435,0.98391399998,25,1.04999854816,13,CONVERGED_FEASIBLE,BINDING_VMAX,13,true
7,2011-02-05 17:30:00,RAY,340.000000,BASE,VIOLATING,0.79921875,0.79921875,2527.26968835,1180.19697797,0.983914357983,25,1.05000786453,13,CONVERGED_INFEASIBLE,BINDING_VMAX,13,false
7,2011-02-05 17:30:00,RAY,350.000000,BASE,SAFE,0.6904296875,0.6904296875,2412.65407102,1538.32737863,0.984801299211,25,1.04999213426,13,CONVERGED_FEASIBLE,BINDING_VMAX,13,true
7,2011-02-05 17:30:00,RAY,350.000000,BASE,VIOLATING,0.690625,0.690625,2412.96422776,1538.24822796,0.984801977396,25,1.05000301349,13,CONVERGED_INFEASIBLE,BINDING_VMAX,13,false
7,2011-02-05 17:30:00,RAY,55.000000,ADAPTIVE,SAFE,0.6798828125,0.6798828125,1945.06817668,3117.8543098,0.988467154508,25,1.04999333851,13,CONVERGED_FEASIBLE,BINDING_VMAX,13,true
7,2011-02-05 17:30:00,RAY,55.000000,ADAPTIVE,VIOLATING,0.680078125,0.680078125,1945.24881965,3118.22768794,0.988468851766,25,1.05000442997,13,CONVERGED_INFEASIBLE,BINDING_VMAX,13,false
