timestamp,representation,convex_cells,outer_region_facets,number_of_pocket_components,pocket_facet_counts,total_pocket_facets,number_of_disjunction_groups,conceptual_alternatives,total_geometric_inequalities,representation_status,complexity_semantics
2011-03-08 12:30:00,F_K8_VMAX_POCKET_OUTER_APPROXIMATION,1,31,2,8;8,16,2,64,47,AVAILABLE,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2011-05-11 17:30:00,A_FULL_EXACT_CONVEX_PARTITION,25,0,0,,0,1,25,103,AVAILABLE,GEOMETRIC_COMPLEXITY;UNION_OF_EXACT_CONVEX_CELLS;NO_BINARY_COUNT_CLAIM
2011-05-11 17:30:00,B_EXACT_HULL_MINUS_POCKETS,1,29,2,14;14,28,2,196,57,AVAILABLE,GEOMETRIC_COMPLEXITY;OUTER_HULL_PLUS_EXCLUDED_COMPONENT_DISJUNCTION_GROUPS;FULL_DNF_ALTERNATIVE_PRODUCT;NO_BINARY_COUNT_CLAIM
2011-05-11 17:30:00,C_K3_VMAX_POCKET_OUTER_APPROXIMATION,1,29,2,3;3,6,2,9,35,AVAILABLE,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2011-05-11 17:30:00,D_K4_VMAX_POCKET_OUTER_APPROXIMATION,1,29,2,4;4,8,2,16,37,AVAILABLE,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2011-05-11 17:30:00,E_K5_VMAX_POCKET_OUTER_APPROXIMATION,1,29,2,5;5,10,2,25,39,AVAILABLE,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2011-05-11 17:30:00,F_K8_VMAX_POCKET_OUTER_APPROXIMATION,1,29,2,8;8,16,2,64,45,AVAILABLE,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2011-05-11 18:00:00,A_FULL_EXACT_CONVEX_PARTITION,25,0,0,,0,1,25,103,AVAILABLE,GEOMETRIC_COMPLEXITY;UNION_OF_EXACT_CONVEX_CELLS;NO_BINARY_COUNT_CLAIM
2011-05-11 18:00:00,B_EXACT_HULL_MINUS_POCKETS,1,28,2,14;NONCONVEX,,,,,UNAVAILABLE_NONCONVEX_POCKET_COMPONENT,GEOMETRIC_COMPLEXITY;OUTER_HULL_PLUS_EXCLUDED_COMPONENT_DISJUNCTION_GROUPS;FULL_DNF_ALTERNATIVE_PRODUCT;NO_BINARY_COUNT_CLAIM
2011-05-11 18:00:00,C_K3_VMAX_POCKET_OUTER_APPROXIMATION,1,28,2,3;NONCONVEX,,,,,UNAVAILABLE_NONCONVEX_POCKET_COMPONENT,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2011-05-11 18:00:00,D_K4_VMAX_POCKET_OUTER_APPROXIMATION,1,28,2,4;NONCONVEX,,,,,UNAVAILABLE_NONCONVEX_POCKET_COMPONENT,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2011-05-11 18:00:00,E_K5_VMAX_POCKET_OUTER_APPROXIMATION,1,28,2,5;NONCONVEX,,,,,UNAVAILABLE_NONCONVEX_POCKET_COMPONENT,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2011-05-11 18:00:00,F_K8_VMAX_POCKET_OUTER_APPROXIMATION,1,28,2,8;NONCONVEX,,,,,UNAVAILABLE_NONCONVEX_POCKET_COMPONENT,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2011-05-16 07:30:00,A_FULL_EXACT_CONVEX_PARTITION,22,0,0,,0,1,22,97,AVAILABLE,GEOMETRIC_COMPLEXITY;UNION_OF_EXACT_CONVEX_CELLS;NO_BINARY_COUNT_CLAIM
2011-05-16 07:30:00,B_EXACT_HULL_MINUS_POCKETS,1,30,3,13;3;NONCONVEX,,,,,UNAVAILABLE_NONCONVEX_POCKET_COMPONENT,GEOMETRIC_COMPLEXITY;OUTER_HULL_PLUS_EXCLUDED_COMPONENT_DISJUNCTION_GROUPS;FULL_DNF_ALTERNATIVE_PRODUCT;NO_BINARY_COUNT_CLAIM
2011-05-16 07:30:00,C_K3_VMAX_POCKET_OUTER_APPROXIMATION,1,30,3,3;3;NONCONVEX,,,,,UNAVAILABLE_NONCONVEX_POCKET_COMPONENT,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2011-05-16 07:30:00,D_K4_VMAX_POCKET_OUTER_APPROXIMATION,1,30,3,4;3;NONCONVEX,,,,,UNAVAILABLE_NONCONVEX_POCKET_COMPONENT,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2011-05-16 07:30:00,E_K5_VMAX_POCKET_OUTER_APPROXIMATION,1,30,3,5;3;NONCONVEX,,,,,UNAVAILABLE_NONCONVEX_POCKET_COMPONENT,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2011-05-16 07:30:00,F_K8_VMAX_POCKET_OUTER_APPROXIMATION,1,30,3,8;3;NONCONVEX,,,,,UNAVAILABLE_NONCONVEX_POCKET_COMPONENT,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2011-09-11 00:00:00,A_FULL_EXACT_CONVEX_PARTITION,23,0,0,,0,1,23,99,AVAILABLE,GEOMETRIC_COMPLEXITY;UNION_OF_EXACT_CONVEX_CELLS;NO_BINARY_COUNT_CLAIM
2011-09-11 00:00:00,B_EXACT_HULL_MINUS_POCKETS,1,31,2,13;13,26,2,169,57,AVAILABLE,GEOMETRIC_COMPLEXITY;OUTER_HULL_PLUS_EXCLUDED_COMPONENT_DISJUNCTION_GROUPS;FULL_DNF_ALTERNATIVE_PRODUCT;NO_BINARY_COUNT_CLAIM
2011-09-11 00:00:00,C_K3_VMAX_POCKET_OUTER_APPROXIMATION,1,31,2,3;3,6,2,9,37,AVAILABLE,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2011-09-11 00:00:00,D_K4_VMAX_POCKET_OUTER_APPROXIMATION,1,31,2,4;4,8,2,16,39,AVAILABLE,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2011-09-11 00:00:00,E_K5_VMAX_POCKET_OUTER_APPROXIMATION,1,31,2,5;5,10,2,25,41,AVAILABLE,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2011-09-11 00:00:00,F_K8_VMAX_POCKET_OUTER_APPROXIMATION,1,31,2,8;8,16,2,64,47,AVAILABLE,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2011-09-30 05:30:00,A_FULL_EXACT_CONVEX_PARTITION,22,0,0,,0,1,22,95,AVAILABLE,GEOMETRIC_COMPLEXITY;UNION_OF_EXACT_CONVEX_CELLS;NO_BINARY_COUNT_CLAIM
2011-09-30 05:30:00,B_EXACT_HULL_MINUS_POCKETS,1,30,2,NONCONVEX;12,,,,,UNAVAILABLE_NONCONVEX_POCKET_COMPONENT,GEOMETRIC_COMPLEXITY;OUTER_HULL_PLUS_EXCLUDED_COMPONENT_DISJUNCTION_GROUPS;FULL_DNF_ALTERNATIVE_PRODUCT;NO_BINARY_COUNT_CLAIM
2011-09-30 05:30:00,C_K3_VMAX_POCKET_OUTER_APPROXIMATION,1,30,2,NONCONVEX;3,,,,,UNAVAILABLE_NONCONVEX_POCKET_COMPONENT,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2011-09-30 05:30:00,D_K4_VMAX_POCKET_OUTER_APPROXIMATION,1,30,2,NONCONVEX;4,,,,,UNAVAILABLE_NONCONVEX_POCKET_COMPONENT,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2011-09-30 05:30:00,E_K5_VMAX_POCKET_OUTER_APPROXIMATION,1,30,2,NONCONVEX;5,,,,,UNAVAILABLE_NONCONVEX_POCKET_COMPONENT,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2011-09-30 05:30:00,F_K8_VMAX_POCKET_OUTER_APPROXIMATION,1,30,2,NONCONVEX;8,,,,,UNAVAILABLE_NONCONVEX_POCKET_COMPONENT,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2011-09-30 11:30:00,A_FULL_EXACT_CONVEX_PARTITION,22,0,0,,0,1,22,97,AVAILABLE,GEOMETRIC_COMPLEXITY;UNION_OF_EXACT_CONVEX_CELLS;NO_BINARY_COUNT_CLAIM
2011-09-30 11:30:00,B_EXACT_HULL_MINUS_POCKETS,1,31,2,NONCONVEX;13,,,,,UNAVAILABLE_NONCONVEX_POCKET_COMPONENT,GEOMETRIC_COMPLEXITY;OUTER_HULL_PLUS_EXCLUDED_COMPONENT_DISJUNCTION_GROUPS;FULL_DNF_ALTERNATIVE_PRODUCT;NO_BINARY_COUNT_CLAIM
2011-09-30 11:30:00,C_K3_VMAX_POCKET_OUTER_APPROXIMATION,1,31,2,NONCONVEX;3,,,,,UNAVAILABLE_NONCONVEX_POCKET_COMPONENT,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2011-09-30 11:30:00,D_K4_VMAX_POCKET_OUTER_APPROXIMATION,1,31,2,NONCONVEX;4,,,,,UNAVAILABLE_NONCONVEX_POCKET_COMPONENT,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2011-09-30 11:30:00,E_K5_VMAX_POCKET_OUTER_APPROXIMATION,1,31,2,NONCONVEX;5,,,,,UNAVAILABLE_NONCONVEX_POCKET_COMPONENT,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2011-09-30 11:30:00,F_K8_VMAX_POCKET_OUTER_APPROXIMATION,1,31,2,NONCONVEX;8,,,,,UNAVAILABLE_NONCONVEX_POCKET_COMPONENT,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2011-11-14 17:30:00,A_FULL_EXACT_CONVEX_PARTITION,25,0,0,,0,1,25,103,AVAILABLE,GEOMETRIC_COMPLEXITY;UNION_OF_EXACT_CONVEX_CELLS;NO_BINARY_COUNT_CLAIM
2011-11-14 17:30:00,B_EXACT_HULL_MINUS_POCKETS,1,29,2,14;14,28,2,196,57,AVAILABLE,GEOMETRIC_COMPLEXITY;OUTER_HULL_PLUS_EXCLUDED_COMPONENT_DISJUNCTION_GROUPS;FULL_DNF_ALTERNATIVE_PRODUCT;NO_BINARY_COUNT_CLAIM
2011-11-14 17:30:00,C_K3_VMAX_POCKET_OUTER_APPROXIMATION,1,29,2,3;3,6,2,9,35,AVAILABLE,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2011-11-14 17:30:00,D_K4_VMAX_POCKET_OUTER_APPROXIMATION,1,29,2,4;4,8,2,16,37,AVAILABLE,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2011-11-14 17:30:00,E_K5_VMAX_POCKET_OUTER_APPROXIMATION,1,29,2,5;5,10,2,25,39,AVAILABLE,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2011-11-14 17:30:00,F_K8_VMAX_POCKET_OUTER_APPROXIMATION,1,29,2,8;8,16,2,64,45,AVAILABLE,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2011-11-14 19:30:00,A_FULL_EXACT_CONVEX_PARTITION,25,0,0,,0,1,25,103,AVAILABLE,GEOMETRIC_COMPLEXITY;UNION_OF_EXACT_CONVEX_CELLS;NO_BINARY_COUNT_CLAIM
2011-11-14 19:30:00,B_EXACT_HULL_MINUS_POCKETS,1,28,2,14;NONCONVEX,,,,,UNAVAILABLE_NONCONVEX_POCKET_COMPONENT,GEOMETRIC_COMPLEXITY;OUTER_HULL_PLUS_EXCLUDED_COMPONENT_DISJUNCTION_GROUPS;FULL_DNF_ALTERNATIVE_PRODUCT;NO_BINARY_COUNT_CLAIM
2011-11-14 19:30:00,C_K3_VMAX_POCKET_OUTER_APPROXIMATION,1,28,2,3;NONCONVEX,,,,,UNAVAILABLE_NONCONVEX_POCKET_COMPONENT,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2011-11-14 19:30:00,D_K4_VMAX_POCKET_OUTER_APPROXIMATION,1,28,2,4;NONCONVEX,,,,,UNAVAILABLE_NONCONVEX_POCKET_COMPONENT,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2011-11-14 19:30:00,E_K5_VMAX_POCKET_OUTER_APPROXIMATION,1,28,2,5;NONCONVEX,,,,,UNAVAILABLE_NONCONVEX_POCKET_COMPONENT,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2011-11-14 19:30:00,F_K8_VMAX_POCKET_OUTER_APPROXIMATION,1,28,2,8;NONCONVEX,,,,,UNAVAILABLE_NONCONVEX_POCKET_COMPONENT,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2011-12-15 05:30:00,A_FULL_EXACT_CONVEX_PARTITION,22,0,0,,0,1,22,96,AVAILABLE,GEOMETRIC_COMPLEXITY;UNION_OF_EXACT_CONVEX_CELLS;NO_BINARY_COUNT_CLAIM
2011-12-15 05:30:00,B_EXACT_HULL_MINUS_POCKETS,1,30,2,NONCONVEX;12,,,,,UNAVAILABLE_NONCONVEX_POCKET_COMPONENT,GEOMETRIC_COMPLEXITY;OUTER_HULL_PLUS_EXCLUDED_COMPONENT_DISJUNCTION_GROUPS;FULL_DNF_ALTERNATIVE_PRODUCT;NO_BINARY_COUNT_CLAIM
2011-12-15 05:30:00,C_K3_VMAX_POCKET_OUTER_APPROXIMATION,1,30,2,NONCONVEX;3,,,,,UNAVAILABLE_NONCONVEX_POCKET_COMPONENT,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2011-12-15 05:30:00,D_K4_VMAX_POCKET_OUTER_APPROXIMATION,1,30,2,NONCONVEX;4,,,,,UNAVAILABLE_NONCONVEX_POCKET_COMPONENT,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2011-12-15 05:30:00,E_K5_VMAX_POCKET_OUTER_APPROXIMATION,1,30,2,NONCONVEX;5,,,,,UNAVAILABLE_NONCONVEX_POCKET_COMPONENT,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2011-12-15 05:30:00,F_K8_VMAX_POCKET_OUTER_APPROXIMATION,1,30,2,NONCONVEX;8,,,,,UNAVAILABLE_NONCONVEX_POCKET_COMPONENT,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2012-08-04 03:30:00,A_FULL_EXACT_CONVEX_PARTITION,22,0,0,,0,1,22,95,AVAILABLE,GEOMETRIC_COMPLEXITY;UNION_OF_EXACT_CONVEX_CELLS;NO_BINARY_COUNT_CLAIM
2012-08-04 03:30:00,B_EXACT_HULL_MINUS_POCKETS,1,30,2,NONCONVEX;12,,,,,UNAVAILABLE_NONCONVEX_POCKET_COMPONENT,GEOMETRIC_COMPLEXITY;OUTER_HULL_PLUS_EXCLUDED_COMPONENT_DISJUNCTION_GROUPS;FULL_DNF_ALTERNATIVE_PRODUCT;NO_BINARY_COUNT_CLAIM
2012-08-04 03:30:00,C_K3_VMAX_POCKET_OUTER_APPROXIMATION,1,30,2,NONCONVEX;3,,,,,UNAVAILABLE_NONCONVEX_POCKET_COMPONENT,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2012-08-04 03:30:00,D_K4_VMAX_POCKET_OUTER_APPROXIMATION,1,30,2,NONCONVEX;4,,,,,UNAVAILABLE_NONCONVEX_POCKET_COMPONENT,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2012-08-04 03:30:00,E_K5_VMAX_POCKET_OUTER_APPROXIMATION,1,30,2,NONCONVEX;5,,,,,UNAVAILABLE_NONCONVEX_POCKET_COMPONENT,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2012-08-04 03:30:00,F_K8_VMAX_POCKET_OUTER_APPROXIMATION,1,30,2,NONCONVEX;8,,,,,UNAVAILABLE_NONCONVEX_POCKET_COMPONENT,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2012-08-05 23:30:00,A_FULL_EXACT_CONVEX_PARTITION,23,0,0,,0,1,23,98,AVAILABLE,GEOMETRIC_COMPLEXITY;UNION_OF_EXACT_CONVEX_CELLS;NO_BINARY_COUNT_CLAIM
2012-08-05 23:30:00,B_EXACT_HULL_MINUS_POCKETS,1,31,2,13;13,26,2,169,57,AVAILABLE,GEOMETRIC_COMPLEXITY;OUTER_HULL_PLUS_EXCLUDED_COMPONENT_DISJUNCTION_GROUPS;FULL_DNF_ALTERNATIVE_PRODUCT;NO_BINARY_COUNT_CLAIM
2012-08-05 23:30:00,C_K3_VMAX_POCKET_OUTER_APPROXIMATION,1,31,2,3;3,6,2,9,37,AVAILABLE,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2012-08-05 23:30:00,D_K4_VMAX_POCKET_OUTER_APPROXIMATION,1,31,2,4;4,8,2,16,39,AVAILABLE,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2012-08-05 23:30:00,E_K5_VMAX_POCKET_OUTER_APPROXIMATION,1,31,2,5;5,10,2,25,41,AVAILABLE,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2012-08-05 23:30:00,F_K8_VMAX_POCKET_OUTER_APPROXIMATION,1,31,2,8;8,16,2,64,47,AVAILABLE,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2012-08-24 12:00:00,A_FULL_EXACT_CONVEX_PARTITION,23,0,0,,0,1,23,99,AVAILABLE,GEOMETRIC_COMPLEXITY;UNION_OF_EXACT_CONVEX_CELLS;NO_BINARY_COUNT_CLAIM
2012-08-24 12:00:00,B_EXACT_HULL_MINUS_POCKETS,1,31,2,13;13,26,2,169,57,AVAILABLE,GEOMETRIC_COMPLEXITY;OUTER_HULL_PLUS_EXCLUDED_COMPONENT_DISJUNCTION_GROUPS;FULL_DNF_ALTERNATIVE_PRODUCT;NO_BINARY_COUNT_CLAIM
2012-08-24 12:00:00,C_K3_VMAX_POCKET_OUTER_APPROXIMATION,1,31,2,3;3,6,2,9,37,AVAILABLE,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2012-08-24 12:00:00,D_K4_VMAX_POCKET_OUTER_APPROXIMATION,1,31,2,4;4,8,2,16,39,AVAILABLE,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2012-08-24 12:00:00,E_K5_VMAX_POCKET_OUTER_APPROXIMATION,1,31,2,5;5,10,2,25,41,AVAILABLE,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2012-08-24 12:00:00,F_K8_VMAX_POCKET_OUTER_APPROXIMATION,1,31,2,8;8,16,2,64,47,AVAILABLE,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2012-08-31 11:30:00,A_FULL_EXACT_CONVEX_PARTITION,23,0,0,,0,1,23,99,AVAILABLE,GEOMETRIC_COMPLEXITY;UNION_OF_EXACT_CONVEX_CELLS;NO_BINARY_COUNT_CLAIM
2012-08-31 11:30:00,B_EXACT_HULL_MINUS_POCKETS,1,31,2,13;13,26,2,169,57,AVAILABLE,GEOMETRIC_COMPLEXITY;OUTER_HULL_PLUS_EXCLUDED_COMPONENT_DISJUNCTION_GROUPS;FULL_DNF_ALTERNATIVE_PRODUCT;NO_BINARY_COUNT_CLAIM
2012-08-31 11:30:00,C_K3_VMAX_POCKET_OUTER_APPROXIMATION,1,31,2,3;3,6,2,9,37,AVAILABLE,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2012-08-31 11:30:00,D_K4_VMAX_POCKET_OUTER_APPROXIMATION,1,31,2,4;4,8,2,16,39,AVAILABLE,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2012-08-31 11:30:00,E_K5_VMAX_POCKET_OUTER_APPROXIMATION,1,31,2,5;5,10,2,25,41,AVAILABLE,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2012-08-31 11:30:00,F_K8_VMAX_POCKET_OUTER_APPROXIMATION,1,31,2,8;8,16,2,64,47,AVAILABLE,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2012-09-03 07:00:00,A_FULL_EXACT_CONVEX_PARTITION,23,0,0,,0,1,23,98,AVAILABLE,GEOMETRIC_COMPLEXITY;UNION_OF_EXACT_CONVEX_CELLS;NO_BINARY_COUNT_CLAIM
2012-09-03 07:00:00,B_EXACT_HULL_MINUS_POCKETS,1,31,2,13;13,26,2,169,57,AVAILABLE,GEOMETRIC_COMPLEXITY;OUTER_HULL_PLUS_EXCLUDED_COMPONENT_DISJUNCTION_GROUPS;FULL_DNF_ALTERNATIVE_PRODUCT;NO_BINARY_COUNT_CLAIM
2012-09-03 07:00:00,C_K3_VMAX_POCKET_OUTER_APPROXIMATION,1,31,2,3;3,6,2,9,37,AVAILABLE,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2012-09-03 07:00:00,D_K4_VMAX_POCKET_OUTER_APPROXIMATION,1,31,2,4;4,8,2,16,39,AVAILABLE,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2012-09-03 07:00:00,E_K5_VMAX_POCKET_OUTER_APPROXIMATION,1,31,2,5;5,10,2,25,41,AVAILABLE,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2012-09-03 07:00:00,F_K8_VMAX_POCKET_OUTER_APPROXIMATION,1,31,2,8;8,16,2,64,47,AVAILABLE,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
2012-10-15 13:00:00,A_FULL_EXACT_CONVEX_PARTITION,22,0,0,,0,1,22,95,AVAILABLE,GEOMETRIC_COMPLEXITY;UNION_OF_EXACT_CONVEX_CELLS;NO_BINARY_COUNT_CLAIM
2012-10-15 13:00:00,B_EXACT_HULL_MINUS_POCKETS,1,30,2,NONCONVEX;12,,,,,UNAVAILABLE_NONCONVEX_POCKET_COMPONENT,GEOMETRIC_COMPLEXITY;OUTER_HULL_PLUS_EXCLUDED_COMPONENT_DISJUNCTION_GROUPS;FULL_DNF_ALTERNATIVE_PRODUCT;NO_BINARY_COUNT_CLAIM
2012-10-15 13:00:00,C_K3_VMAX_POCKET_OUTER_APPROXIMATION,1,30,2,NONCONVEX;3,,,,,UNAVAILABLE_NONCONVEX_POCKET_COMPONENT,GEOMETRIC_COMPLEXITY;VMAX_SUPPORT_OUTER_APPROXIMATION;NON_VMAX_POCKETS_EXACT;NO_BINARY_COUNT_CLAIM
